drug pair    CredibleMeds    NDFRT
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032668', u'CARBAMAZEPINE/ERYTHROMYCIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00218    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034212', u'AMIODARONE/MOXIFLOXACIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00582    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034800', u'SIMVASTATIN/VORICONAZOLE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00476    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182690', u'DULOXETINE/TAMOXIFEN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00715    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180063', u'PAROXETINE/TAMOXIFEN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB00582    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034802', u'LOVASTATIN/VORICONAZOLE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01211    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033331', u'CARBAMAZEPINE/CLARITHROMYCIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033993', u'KETOCONAZOLE/SIMVASTATIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01118    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034715', u'AMIODARONE/SIMVASTATIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033989', u'FLUCONAZOLE/LOVASTATIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033992', u'FLUCONAZOLE/SIMVASTATIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033990', u'KETOCONAZOLE/LOVASTATIN [VA Drug Interaction]')]
