drug pair    PKCorpus    NDFRT
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB01258    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179857', u'ALISKIREN/IRBESARTAN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01258-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179856', u'ALISKIREN/FUROSEMIDE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034330', u'KETOCONAZOLE/LANSOPRAZOLE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00404    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034443', u'ALPRAZOLAM/KETOCONAZOLE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00734    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176269', u'CARBAMAZEPINE/RISPERIDONE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01100    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176656', u'PAROXETINE/PIMOZIDE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB00404    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034590', u'ALPRAZOLAM/NEFAZODONE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01151    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034763', u'DESIPRAMINE/PAROXETINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033191', u'FELBAMATE/PHENYTOIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034390', u'FLUCONAZOLE/PHENYTOIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00404    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034118', u'ALPRAZOLAM/ERYTHROMYCIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00661    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176413', u'ERYTHROMYCIN/VERAPAMIL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181975', u'DIAZEPAM/KETOCONAZOLE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00656    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176444', u'RITONAVIR/TRAZODONE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01258    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179858', u'ALISKIREN/KETOCONAZOLE [VA Drug Interaction]')]
