Drug Interaction ID Clinical_Consequence_Annotations
212	['ergotism', 'ergotism', 'ergotism', 'ergotism', 'ergotism', 'ergotism', 'ergotism', 'ergotism', 'ergotism', 'overdose']
130	['increase of the sedative effects']
129	['increase of the sedative effects']
22	['rhabdomyolysis']
29	['pregnancy']
0	['edema']
4	['hemorrhage']
8	['Ergotism', 'necrosis of the extremities']
121	['hypotension']
123	['torsades de pointes', 'ventricular arrhythmia']
125	['rhabdomyolysis']
126	['overdose']
127	['overdose']
2	['edema']
55	["Cushing's syndrome"]
54	["Cushing's syndrome"]
57	["Cushing's syndrome"]
56	["Cushing's syndrome"]
50	["Cushing's syndrome"]
53	["Cushing's syndrome"]
52	["Cushing's syndrome"]
199	['disorders of sinoatrial and atrioventricular conduction']
191	['hemorrhage', 'rhabdomyolysis', 'Diabetes inducing effect', 'Diabetes inducing effect', 'overdose', 'convulsions']
114	['ergotism', 'rapid elevation of blood pressure']
89	['pregnancy']
111	['increase of the hypotensive effect']
113	['overdose']
112	['overdose']
119	['digoxinemia']
118	['Cushings syndrome']
204	['disorders of sinoatrial and atrioventricular conduction', 'cardiac arrest', 'cardiac failure']
3	['edema']
7	['hypotension', 'loss of consciousness']
108	['torsades de pointes', 'lengthening of the QT interval', 'ventricular arrhythmia']
240	['pulmonary toxicity']
243	['theophyllinemia', 'theophyllinemia', 'theophyllinemia', 'hypoglyclemia', 'lengthening of the QT interval', 'ototoxicity', 'hemorrhage']
242	['constriction of the coronary arteries', 'constriction of coronary blood vessels']
102	['drowsiness']
103	['overdose']
105	['drowsiness']
39	['ventricular fibrillation']
38	['ventricular fibrillation']
37	['ventricular fibrillation']
35	['disorders of atrioventricular conduction']
34	['disorders of atrioventricular conduction']
61	["Cushing's syndrome"]
62	["Cushing's syndrome"]
64	['hemorrhage', 'bleeding']
68	['withdrawal syndrome']
69	['withdrawal syndrome']
175	['Ergotism', 'Ergotism', 'Ergotism', 'Ergotism', 'Ergotism']
257	['torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'ventricular arrhythmias']
182	['hypoglycemia']
180	['Ergotism', 'Ergotism', 'Ergotism', 'Ergotism', 'Ergotism', 'necrosis of the extremities', 'necrosis of the extremities', 'necrosis of the extremities', 'necrosis of the extremeties', 'necrosis of the extremities', 'necrosis of the extremities', 'necrosis of the extremities', 'necrosis of the extremities', 'arterial spasm', 'arterial spasm', 'ischemia of the extremities', 'ischemia of the extremities']
181	['hemorrhage']
162	['ventricular arrhythmias']
202	['constriction of blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels', 'constriction of coronary blood vessels']
98	['hemorrhage']
228	['peripheral neuropathy', 'peripheral neuropathy', 'peripheral neuropathy', 'hemorrhage']
164	['ventricular arrhythmias']
165	['ventricular arrhythmias', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes', 'torsades de pointes']
166	['withdrawal syndrome']
224	['constriction of coronary blood vessels', 'constriction of coronary arteries', 'constriction of the coronary blood vessels', 'constriction of the coronary blood vessels', 'constriction of blood vessels', 'constriction of blood vessels']
160	['ventricular arrhythmias']
161	['ventricular arrhythmias']
97	['respiratory depression']
163	['ventricular arrhythmias']
11	['rhabdomyolysis']
13	['digoxinemia']
17	['hypotension']
19	['sedation', 'Disorders of autoregulation and of cardiac conduction']
116	['rhabdomyolysis']
153	['immunosupression']
154	['digoxinemia']
159	['ventricular arrhythmia']
158	['ventricular arrhythmias']
234	['torsades de pointes']
235	['ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias', 'ventricular arrhythmias']
231	['rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'rapid elevation of blood pressure', 'ergotism', 'ergotism']
232	['creatinemia']
46	['bone marrow toxicity', 'bone marrow toxicity']
44	['tendinitis', 'rupture of the tendon']
42	['hemorrhage']
40	['rhabdomyolysis']
41	['the curares']
9	['bradycardia']
146	['ventricular arrhythmias']
147	['neutropenia', 'infections']
144	['hemorrhage']
145	['hemorrhage', 'ventricular arrhythmia']
205	['overdose', 'Ergotism']
143	['bleeding']
208	['overdose']
76	['hypotension']
72	['withdrawal syndrome']
70	['withdrawal syndrome']
