Drug Interaction ID Annotator_Notes
212	['comment: instead of "addition of undesirable effects," would "additive effects" be appropriate?', 'comment: instead of "addition of undesirable effects," would "additive effects" be appropriate?', 'comment: instead of "addition of undesirable effects," would "additive effects" be appropriate?', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4201303', 'id:4177136; comment: used SNOMED term "Overdose of carbamazepine"']
130	['id:4196193; comment: used SNOMED term "Drowsiness"']
24	['comment: remove "the"']
27	['comment: may want to replace with "efficacy"']
21	['comment: remove the "s" (should be "concentration"); may also want to include "risk of" prior to statement']
22	['id:4345578', 'comment: awkward; it would make more sense as "increased risk of rhabdomyolysis"', 'comment: remove "the"; add ")" after simvastatin']
23	['comment: awkward; possible alternative: "Risk of decreased progestin concentration, with reduction of"']
28	['comment: remove "the"']
29	['comment: remove the "s" (should be "concentration")', 'comment: may want to replace with "efficacy"', 'comment: remove "the"; may want to specify "contraceptive effect"', 'id:36818833; comment: used MedDRA term "Pregnancy," since SNOMED did not classify as a clinical finding', 'comment: awkward; possibly "due to enzymatic induction by St. John\'s wort"', 'comment: awkward; possibly "due to enzymatic induction by St. John\'s wort"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "contraceptive effect"', 'comment: remove "the"']
4	['id:4179955']
8	['id:4201303', 'comment: Necrosis was the closest general term (id:4280654, morphological abnormality), but gangrenous disorder (id:439928), peripheral gangrene (id:4108371) or gangrenous ergotism (id:4196093) may be more accurate']
96	['comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"']
120	['comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
121	['id:317002']
122	['comment: remove "the"', 'comment: remove "the"']
123	['id:4135823', 'id:4185572']
124	['comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
125	['id:4345578']
126	['id:4311238; comment: used SNOMED term "Accidental poisoning by anticholinergics"']
127	['id:4177003; comment: used SNOMED term "Venlafaxine overdose"']
128	['comment: replace with "in"']
129	['id:4196193; comment: used SNOMED term "Drowsiness"']
58	['comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"; "dexamethasone" is misspelled']
55	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
54	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
57	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
56	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
51	['comment: remove "the"', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
50	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
53	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
52	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
199	['id:316999; comment: used SNOMED term "Conduction disorder of the heart"']
195	['comment: unnecessary']
191	['id:4179955', 'comment: awkward; perhaps "Increased risk of"', 'comment: may want to replace with "cyclosporine (ciclosporin)"', 'comment: may want to replace with "cyclosporine (ciclosporin)"', 'id:4345578', 'id:4202383; comment: used SNOMED term "Drug-induced diabetes melitus"', 'id:4202383; comment: used SNOMED term "Drug-induced diabetes melitus"', 'id:4177136; comment: used SNOMED term "Overdose of carbamazepine"', 'id:377091; comment: used SNOMED term "seizure"', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
190	['comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: awkward; perhaps "Increased risk of"']
193	['comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
115	['comment: remove the "s" (should be "concentration")', 'comment: misspelling; should be "inducer"', 'comment:  awkward; perhaps "decreased metabolism" or "its decreased metabolism"', 'comment: incomplete; may need to refer to "constriction of blood vessels in the extremities"', 'comment: awkward; it would make more sense as "increased risk of rhabdomyolysis"', 'comment: add ")"', 'comment: remove the "s" (should be "concentration")']
114	['id:4201303', 'id:4086587; comment: used SNOMED term "elevated blood pressure"']
117	['comment: remove "the"', 'comment: "phosphodiesterase type 5 inhibitor"']
89	['id:36818833; comment: used MedDRA term "Pregnancy," since SNOMED did not classify as a clinical finding']
111	['id:317002; comment: used SNOMED clinical finding "hypotension"']
110	['comment: remove the "s" (should be "concentration")', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: misspelling; should be "dihydropyridine"', 'comment: misspelling; should be "dihydropyridine"', 'comment: misspelling; should be "dihydropyridine"']
113	['id:4175080; comment: used SNOMED term "theophylline overdose"']
112	['id:4170017; comment: used SNOMED term "phenytoin overdose"']
82	['comment: remove "the"']
83	['comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with " reduced efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")']
80	['comment: awkward; perhaps "receptor antagonism" would work']
81	['comment: remove "the"', 'comment: remove "the"; should be "progestogen" or "progestin," depending on the drug mentioned']
119	['Comment: a more accurate term is "digitalis toxicity," but that only refers to levels/general toxicity (id:21003351; not SNOMED); the actual clinical finding would be a change in the EKG (id:4272343, "Digitalis toxicity by EKG").']
118	['id:195212; comment: used "hypercortisolism" as the SNOMED term, which is synonymous with Cushing syndrome']
84	['comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: may want to replace with "efficacy"', 'comment: awkward; "plasma concentration and efficacy"', 'comment: remove "the"', 'comment: may want to replace with "efficacy"']
204	['id:316999; comment: used SNOMED term "Conduction disorder of the heart"', 'id:321042', 'id:321042; comment: used SNOMED term "Cardiac arrest"']
3	['id:433595']
7	['id:317002', 'id:372448']
108	['id:4135823', 'id:4008859; comment: used "Prolonged QT interval"', 'id:4185572']
109	['comment: remove "the"', 'comment: remove "the"', 'comment: remove "the"', 'comment: misspelled; should be "cimetidine"']
240	['comment: remove the "s" (should be "concentration")', 'comment: remove the "s" (should be "concentration")', 'id:36211185; comment: used MedDRA term "pulmonary toxicity"']
