section#	Drug_1_type	Drug_1_mention	Drug_1_annotation_agent	Drug_1_starting_offset	Drug_1_ending_offset	Drug_2_type	Drug_2_mention	Drug_2_annotation_agent	abbreviation_translation	Drug_2_start_offset	Drug_2_end_offset	DDI_modality	DDI_statement_type	snippit_of_DDI	
1	Active ingredient	tenofovir 	consensus set annotator team	367	376	Active ingredient	didanosine 	consensus set annotator team		318	328	Positive	Qualitative	Exposure to didanosine is increased 	consensus set annotator team	306	341	117466	3364
5	Active ingredient	ketoconazole 	consensus set annotator team	4165	4177	Metabolite	ODV 	consensus set annotator team	Venlafaxine 	4454	4457	Positive	Quantitative	AUC increased by 21% in EM subjects and 70% in PM subjects 	consensus set annotator team	4347	4405	6135	
5	Active ingredient	ketoconazole 	consensus set annotator team	4165	4177	Active ingredient	Venlafaxine 	consensus set annotator team		4335	4346	Positive	Quantitative	AUC increased by 21% in EM subjects and 70% in PM subjects 	consensus set annotator team	4347	4405	6135	39786
5	Active ingredient	ketoconazole 	consensus set annotator team	4165	4177	Metabolite	ODV 	consensus set annotator team	Venlafaxine 	4268	4271	Positive	Quantitative	Cmax increased by 26% in EM subjects and 48% in PM subjects 	consensus set annotator team	4191	4250	6135	
5	Active ingredient	ketoconazole 	consensus set annotator team	4165	4177	Active ingredient	Venlafaxine 	consensus set annotator team		4179	4190	Positive	Quantitative	Cmax increased by 26% in EM subjects and 48% in PM subjects 	consensus set annotator team	4191	4250	6135	39786
5	Active ingredient	lithium 	consensus set annotator team	2456	2463	Metabolite	ODV 	consensus set annotator team	venlafaxine 	2510	2513	Negative	Qualitative	no effect on the pharmacokinetics 	consensus set annotator team	2551	2584	6448	
5	Active ingredient	Venlafaxine 	consensus set annotator team	6788	6799	Active ingredient	risperidone 	consensus set annotator team		7056	7067	Positive	Quantitative	32% increase in risperidone AUC 	consensus set annotator team	7040	7071	39786	35636
5	Active ingredient	venlafaxine 	consensus set annotator team	5761	5772	Metabolite	?-hydroxymetoprolol 	consensus set annotator team	metoprolol 	6097	6116	Negative	Qualitative	without altering the plasma concentrations of its active metabolite, ?-hydroxymetoprolol 	consensus set annotator team	6028	6116	39786	
5	Active ingredient	venlafaxine 	consensus set annotator team	5761	5772	Active ingredient	metoprolol 	consensus set annotator team		5990	6000	Positive	Quantitative	an increase of plasma concentrations of metoprolol by approximately 30 to 40% 	consensus set annotator team	5950	6027	39786	6918
5	Active ingredient	Imipramine 	consensus set annotator team	5572	5582	Metabolite	ODV 	consensus set annotator team	venlafaxine 	5638	5641	Negative	Qualitative	did not affect the pharmacokinetics 	consensus set annotator team	5583	5618	5691	
5	Active ingredient	Imipramine 	consensus set annotator team	5572	5582	Active ingredient	venlafaxine 	consensus set annotator team		5622	5633	Negative	Qualitative	did not affect the pharmacokinetics 	consensus set annotator team	5583	5618	5691	39786
5	Active ingredient	venlafaxine 	consensus set annotator team	5499	5510	Metabolite	2-OH-desipramine 	consensus set annotator team	imipramine 	5439	5455	Positive	Quantitative	AUC's increased by at least 2.5 fold (with venlafaxine 37.5 mg q12h) and by 4.5 fold 	consensus set annotator team	5456	5540	39786	
5	Active ingredient	venlafaxine 	consensus set annotator team	5422	5433	Active ingredient	desipramine 	consensus set annotator team		5348	5359	Positive	Quantitative	AUC, Cmax, and Cmin increased by about 35% 	consensus set annotator team	5360	5402	39786	3247
