http://purl.bioontology.org/ontology/NDFRT/N0000004254$abacavir [Chemical/Ingredient]$DB01048$Abacavir$
http://purl.bioontology.org/ontology/NDFRT/N0000004336$amprenavir [Chemical/Ingredient]$DB00701$Amprenavir$
http://purl.bioontology.org/ontology/NDFRT/N0000004426$brinzolamide [Chemical/Ingredient]$DB01194$Brinzolamide$
http://purl.bioontology.org/ontology/NDFRT/N0000004463$candesartan [Chemical/Ingredient]$DB00796$Candesartan$
http://purl.bioontology.org/ontology/NDFRT/N0000004492$cefdinir [Chemical/Ingredient]$DB00535$Cefdinir$
http://purl.bioontology.org/ontology/NDFRT/N0000004493$cefepime [Chemical/Ingredient]$DB01413$Cefepime$
http://purl.bioontology.org/ontology/NDFRT/N0000004738$efavirenz [Chemical/Ingredient]$DB00625$Efavirenz$
http://purl.bioontology.org/ontology/NDFRT/N0000004740$Eicosapentaenoic Acid [Chemical/Ingredient]$DB00159$Icosapent$
http://purl.bioontology.org/ontology/NDFRT/N0000004746$entacapone [Chemical/Ingredient]$DB00494$Entacapone$
http://purl.bioontology.org/ontology/NDFRT/N0000004783$exemestane [Chemical/Ingredient]$DB00990$Exemestane$
http://purl.bioontology.org/ontology/NDFRT/N0000004832$gadoversetamide [Chemical/Ingredient]$DB00538$Gadoversetamide$
http://purl.bioontology.org/ontology/NDFRT/N0000004833$Galantamine [Chemical/Ingredient]$DB00674$Galantamine$
http://purl.bioontology.org/ontology/NDFRT/N0000004871$halazepam [Chemical/Ingredient]$DB00801$Halazepam$
http://purl.bioontology.org/ontology/NDFRT/N0000004926$imiquimod [Chemical/Ingredient]$DB00724$Imiquimod$
http://purl.bioontology.org/ontology/NDFRT/N0000005058$Vitamin K 3 [Chemical/Ingredient]$DB00170$Menadione$
http://purl.bioontology.org/ontology/NDFRT/N0000005131$moxifloxacin [Chemical/Ingredient]$DB00218$Moxifloxacin$
http://purl.bioontology.org/ontology/NDFRT/N0000005137$mycophenolate mofetil [Chemical/Ingredient]$DB00688$Mycophenolate mofetil$
http://purl.bioontology.org/ontology/NDFRT/N0000005187$olopatadine [Chemical/Ingredient]$DB00768$Olopatadine$
http://purl.bioontology.org/ontology/NDFRT/N0000005407$quazepam [Chemical/Ingredient]$DB01589$Quazepam$
http://purl.bioontology.org/ontology/NDFRT/N0000005431$rivastigmine [Chemical/Ingredient]$DB00989$Rivastigmine$
http://purl.bioontology.org/ontology/NDFRT/N0000005508$sparfloxacin [Chemical/Ingredient]$DB01208$Sparfloxacin$
http://purl.bioontology.org/ontology/NDFRT/N0000005560$Testosterone Propionate [Chemical/Ingredient]$DB01420$Testosterone Propionate$
http://purl.bioontology.org/ontology/NDFRT/N0000005694$ropinirole [Chemical/Ingredient]$DB00268$Ropinirole$
http://purl.bioontology.org/ontology/NDFRT/N0000005697$Carbidopa [Chemical/Ingredient]$DB00190$Carbidopa$
http://purl.bioontology.org/ontology/NDFRT/N0000005702$dinoprost tromethamine [Chemical/Ingredient]$DB01160$Dinoprost Tromethamine$
http://purl.bioontology.org/ontology/NDFRT/N0000005709$Pentamidine [Chemical/Ingredient]$DB00738$Pentamidine$
http://purl.bioontology.org/ontology/NDFRT/N0000005711$Butorphanol [Chemical/Ingredient]$DB00611$Butorphanol$
http://purl.bioontology.org/ontology/NDFRT/N0000005712$Oxycodone [Chemical/Ingredient]$DB00497$Oxycodone$
http://purl.bioontology.org/ontology/NDFRT/N0000005714$Nortriptyline [Chemical/Ingredient]$DB00540$Nortriptyline$
http://purl.bioontology.org/ontology/NDFRT/N0000005718$balsalazide [Chemical/Ingredient]$DB01014$Balsalazide$
http://purl.bioontology.org/ontology/NDFRT/N0000005719$Methylprednisolone [Chemical/Ingredient]$DB00959$Methylprednisolone$
http://purl.bioontology.org/ontology/NDFRT/N0000005721$Methyltestosterone [Chemical/Ingredient]$DB06710$Methyltestosterone$
http://purl.bioontology.org/ontology/NDFRT/N0000005727$Dicyclomine [Chemical/Ingredient]$DB00804$Dicyclomine$
http://purl.bioontology.org/ontology/NDFRT/N0000005731$Dienestrol [Chemical/Ingredient]$DB00890$Dienestrol$
http://purl.bioontology.org/ontology/NDFRT/N0000005738$Aminophylline [Chemical/Ingredient]$DB01223$Aminophylline$
http://purl.bioontology.org/ontology/NDFRT/N0000005740$Mitoxantrone [Chemical/Ingredient]$DB01204$Mitoxantrone$
http://purl.bioontology.org/ontology/NDFRT/N0000005741$Sodium Bicarbonate [Chemical/Ingredient]$DB01390$Sodium bicarbonate$
http://purl.bioontology.org/ontology/NDFRT/N0000005743$Novobiocin [Chemical/Ingredient]$DB01051$Novobiocin$
http://purl.bioontology.org/ontology/NDFRT/N0000005745$Metoclopramide [Chemical/Ingredient]$DB01233$Metoclopramide$
http://purl.bioontology.org/ontology/NDFRT/N0000005748$salicylamide [Chemical/Ingredient]$DB08797$Salicylamide$
http://purl.bioontology.org/ontology/NDFRT/N0000005749$Pentoxifylline [Chemical/Ingredient]$DB00806$Pentoxifylline$
http://purl.bioontology.org/ontology/NDFRT/N0000005752$Primidone [Chemical/Ingredient]$DB00794$Primidone$
http://purl.bioontology.org/ontology/NDFRT/N0000005761$Amiodarone [Chemical/Ingredient]$DB01118$Amiodarone$
http://purl.bioontology.org/ontology/NDFRT/N0000005762$Phenol [Chemical/Ingredient]$DB03255$Phenol$
http://purl.bioontology.org/ontology/NDFRT/N0000005763$Amitriptyline [Chemical/Ingredient]$DB00321$Amitriptyline$
http://purl.bioontology.org/ontology/NDFRT/N0000005766$Mesalamine [Chemical/Ingredient]$DB00244$Mesalazine$
http://purl.bioontology.org/ontology/NDFRT/N0000005774$Losartan [Chemical/Ingredient]$DB00678$Losartan$
http://purl.bioontology.org/ontology/NDFRT/N0000005776$Metronidazole [Chemical/Ingredient]$DB00916$Metronidazole$
http://purl.bioontology.org/ontology/NDFRT/N0000005777$Metyrapone [Chemical/Ingredient]$DB01011$Metyrapone$
http://purl.bioontology.org/ontology/NDFRT/N0000005795$Probenecid [Chemical/Ingredient]$DB01032$Probenecid$
http://purl.bioontology.org/ontology/NDFRT/N0000005796$nilutamide [Chemical/Ingredient]$DB00665$Nilutamide$
http://purl.bioontology.org/ontology/NDFRT/N0000005799$Azathioprine [Chemical/Ingredient]$DB00993$Azathioprine$
