http://bio2rdf.org/drugbank:DB00005	http://bio2rdf.org/kegg:D00742
http://bio2rdf.org/drugbank:DB00005	http://bio2rdf.org/kegg:C07897
http://bio2rdf.org/drugbank:DB00651	http://bio2rdf.org/kegg:C07819
http://bio2rdf.org/drugbank:DB00651	http://bio2rdf.org/kegg:D00691
http://bio2rdf.org/drugbank:DB01303	http://bio2rdf.org/kegg:D02017
http://bio2rdf.org/drugbank:DB00208	http://bio2rdf.org/kegg:C07140
http://bio2rdf.org/drugbank:DB00017	http://bio2rdf.org/kegg:D00249
http://bio2rdf.org/drugbank:DB00017	http://bio2rdf.org/kegg:C06865
http://bio2rdf.org/drugbank:DB01036	http://bio2rdf.org/kegg:C07750
http://bio2rdf.org/drugbank:DB01036	http://bio2rdf.org/kegg:D00646
http://bio2rdf.org/drugbank:DB00026	http://bio2rdf.org/kegg:D02934
http://bio2rdf.org/drugbank:DB00031	http://bio2rdf.org/kegg:D06070
http://bio2rdf.org/drugbank:DB00040	http://bio2rdf.org/kegg:C01501
http://bio2rdf.org/drugbank:DB00040	http://bio2rdf.org/kegg:D00116
http://bio2rdf.org/drugbank:DB01013	http://bio2rdf.org/kegg:D01272
http://bio2rdf.org/drugbank:DB01193	http://bio2rdf.org/kegg:C06803
http://bio2rdf.org/drugbank:DB01193	http://bio2rdf.org/kegg:D02338
http://bio2rdf.org/drugbank:DB00612	http://bio2rdf.org/kegg:C06852
http://bio2rdf.org/drugbank:DB00612	http://bio2rdf.org/kegg:D02342
http://bio2rdf.org/drugbank:DB01136	http://bio2rdf.org/kegg:C06875
http://bio2rdf.org/drugbank:DB01136	http://bio2rdf.org/kegg:D00255
http://bio2rdf.org/drugbank:DB00187	http://bio2rdf.org/kegg:C06980
http://bio2rdf.org/drugbank:DB00047	http://bio2rdf.org/kegg:D03250
http://bio2rdf.org/drugbank:DB00195	http://bio2rdf.org/kegg:C06849
http://bio2rdf.org/drugbank:DB00598	http://bio2rdf.org/kegg:C07063
http://bio2rdf.org/drugbank:DB00264	http://bio2rdf.org/kegg:C07202
http://bio2rdf.org/drugbank:DB00264	http://bio2rdf.org/kegg:D02358
http://bio2rdf.org/drugbank:DB01203	http://bio2rdf.org/kegg:D00432
http://bio2rdf.org/drugbank:DB00050	http://bio2rdf.org/kegg:D01685
http://bio2rdf.org/drugbank:DB00284	http://bio2rdf.org/kegg:C06802
http://bio2rdf.org/drugbank:DB00284	http://bio2rdf.org/kegg:D00216
http://bio2rdf.org/drugbank:DB01276	http://bio2rdf.org/kegg:D04121
http://bio2rdf.org/drugbank:DB06655	http://bio2rdf.org/kegg:D06404
http://bio2rdf.org/drugbank:DB00775	http://bio2rdf.org/kegg:C07965
http://bio2rdf.org/drugbank:DB00067	http://bio2rdf.org/kegg:C00840
http://bio2rdf.org/drugbank:DB00067	http://bio2rdf.org/kegg:D00101
http://bio2rdf.org/drugbank:DB00068	http://bio2rdf.org/kegg:D00746
http://bio2rdf.org/drugbank:DB00068	http://bio2rdf.org/kegg:C07901
http://bio2rdf.org/drugbank:DB00495	http://bio2rdf.org/kegg:C07210
http://bio2rdf.org/drugbank:DB00495	http://bio2rdf.org/kegg:D00413
http://bio2rdf.org/drugbank:DB00928	http://bio2rdf.org/kegg:D03021
http://bio2rdf.org/drugbank:DB00928	http://bio2rdf.org/kegg:C11262
http://bio2rdf.org/drugbank:DB01380	http://bio2rdf.org/kegg:C08173
http://bio2rdf.org/drugbank:DB01380	http://bio2rdf.org/kegg:D00973
http://bio2rdf.org/drugbank:DB00531	http://bio2rdf.org/kegg:D00287
http://bio2rdf.org/drugbank:DB00091	http://bio2rdf.org/kegg:C05086
http://bio2rdf.org/drugbank:DB00091	http://bio2rdf.org/kegg:D00184
http://bio2rdf.org/drugbank:DB00851	http://bio2rdf.org/kegg:D00288
http://bio2rdf.org/drugbank:DB01248	http://bio2rdf.org/kegg:C11231
http://bio2rdf.org/drugbank:DB01181	http://bio2rdf.org/kegg:D00343
http://bio2rdf.org/drugbank:DB00619	http://bio2rdf.org/kegg:D01441
http://bio2rdf.org/drugbank:DB00762	http://bio2rdf.org/kegg:D08086
http://bio2rdf.org/drugbank:DB01206	http://bio2rdf.org/kegg:D00363
http://bio2rdf.org/drugbank:DB00888	http://bio2rdf.org/kegg:C07115
http://bio2rdf.org/drugbank:DB01042	http://bio2rdf.org/kegg:D00369
http://bio2rdf.org/drugbank:DB01033	http://bio2rdf.org/kegg:C02380
http://bio2rdf.org/drugbank:DB01033	http://bio2rdf.org/kegg:D04931
http://bio2rdf.org/drugbank:DB00563	http://bio2rdf.org/kegg:C01937
http://bio2rdf.org/drugbank:DB00563	http://bio2rdf.org/kegg:D00142
