drug pair    ONCHighPriority    DDICorpus2011
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01100    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01211    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00320-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00637    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00615    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB00343    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00280    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [(None, None)]
