drug pair    SemMedDB    NDFRT
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB00948    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032775', u'AMIKACIN/MEZLOCILLIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032805', u'CIMETIDINE/PHENYTOIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB01151    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033412', u'CLONIDINE/DESIPRAMINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00993-http://bio2rdf.org/drugbank:DB00437    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032732', u'ALLOPURINOL/AZATHIOPRINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035391', u'NORETHINDRONE/PHENOBARBITAL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00458    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034766', u'IMIPRAMINE/PAROXETINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00655-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033928', u'ESTRONE/PHENOBARBITAL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033467', u'AMILORIDE/QUINIDINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01626-http://bio2rdf.org/drugbank:DB01576    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032915', u'DEXTROAMPHETAMINE/PARGYLINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00295-http://bio2rdf.org/drugbank:DB00704    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000177996', u'MORPHINE/NALTREXONE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB00512    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032843', u'TOBRAMYCIN/VANCOMYCIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00344-http://bio2rdf.org/drugbank:DB00575    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033416', u'CLONIDINE/PROTRIPTYLINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB00202    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034062', u'STREPTOMYCIN/SUCCINYLCHOLINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00951    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032806', u'ISONIAZID/PHENYTOIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01197-http://bio2rdf.org/drugbank:DB00328    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032846', u'CAPTOPRIL/INDOMETHACIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00126    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000178518', u'ASCORBIC ACID/ASPIRIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00458    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033414', u'CLONIDINE/IMIPRAMINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181353', u'NIFEDIPINE/PHENOBARBITAL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00829-http://bio2rdf.org/drugbank:DB00921    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000171888', u'BUPRENORPHINE/DIAZEPAM [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01223    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032879', u'AMINOPHYLLINE/PHENOBARBITAL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035198', u'ERYTHROMYCIN/PHENYTOIN [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033674', u'DICUMAROL/PHENOBARBITAL [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01035    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176485', u'AMIODARONE/PROCAINAMIDE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035066', u'CIMETIDINE/QUINIDINE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB01100    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034425', u'DILTIAZEM/PIMOZIDE [VA Drug Interaction]')]
http://bio2rdf.org/drugbank:DB01192-http://bio2rdf.org/drugbank:DB00704    [(None, None)]    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000177999', u'NALTREXONE/OXYMORPHONE [VA Drug Interaction]')]
